'NOEMPLEADO','PATERNO','MATERNO','NOMBRE','SEXO','FECHANACIMIENTO','FECHAINGRESO','TIENDA','COLONIA','FREGISTRO'
3867,'CASIO','SORIA','ADRIAN/ADRIÁN','M',06/04/69,29/04/87,24,150366,29/03/17
3868,'MARTINEZ','MORALES','IGNACIO','M',27/07/82,22/10/00,184,152016,29/03/17
3869,'BERUMEN','CAMPOS','MARCOS','M',29/09/92,09/07/12,148,102468,29/03/17
3870,'NAVARRO','JIMENEZ','DANIELA','F',13/12/91,16/10/10,470,114665,29/03/17
3871,'ROMAN','MARTIN','ALEJANDRO','M',26/09/78,29/05/98,265,48688,29/03/17
3872,'GIMENEZ','PADILLA','REYES','M',21/04/61,18/08/80,194,78113,29/03/17
3873,'CASTILLA','MORENO','ALVARO','M',28/06/97,09/08/15,23,98769,29/03/17
3874,'GONZALEZ','PEREZ','ROSALIA','F',09/01/89,13/09/07,306,17242,29/03/17
3875,'RUBIO','NUÑEZ','RODRIGO','M',14/05/61,04/04/81,447,121976,29/03/17
3876,'ROBLES','RUBIO','PAULA','F',17/08/82,26/07/02,196,6359,29/03/17
3877,'SAEZ','ESPINOZA','ISELA','F',22/02/74,29/08/92,424,150766,29/03/17
3878,'SOLANO','BERUMEN','PILAR','F',15/07/91,21/06/10,438,114789,29/03/17
3879,'GUTIERREZ','BORJA','CRISTOBAL','M',20/01/93,17/06/12,446,131936,29/03/17
3880,'REYES','CARRILLO','MANUELA','F',25/05/75,23/03/94,171,35304,29/03/17
3881,'GALINDO','SOLANO','CYNTHIA','F',16/03/81,14/01/00,81,104421,29/03/17
3882,'DOMINGUEZ','BARROSO','ANSELMO','M',29/11/95,10/06/15,288,26970,29/03/17
3883,'CASADO','RUBIO','SIMON','M',09/08/73,19/01/93,10,33061,29/03/17
3884,'PIÑERA','PALACIOS','OIER','M',13/04/82,12/04/00,233,28575,29/03/17
3885,'IBAÑEZ','DURAN','VICENTE','M',08/02/66,28/03/85,95,37712,29/03/17
3886,'CASIO','SORIA','ERIK','M',03/02/84,09/03/02,74,63146,29/03/17
3887,'ROMAN','PASTOR','ERIK','M',16/05/80,20/06/98,243,80819,29/03/17
3888,'MAYAGOITIA','MARQUEZ','FAUSTINO','M',07/11/66,23/03/86,170,68745,29/03/17
3889,'FUENTES','MONTERO','LEONOR','F',28/03/89,10/12/07,404,128721,29/03/17
3890,'MARTINEZ','GUTIERREZ','JESUS','M',12/08/91,11/04/11,424,150776,29/03/17
3891,'DIEZ','ALVAREZ','ROGER','M',17/08/69,12/03/89,276,62475,29/03/17
3892,'MONTES','PASTOR','NAIA','F',25/04/66,30/03/86,16,71407,29/03/17
3893,'ARIAS','MARTINEZ','PORFIRIO','M',25/03/76,13/09/95,21,66831,29/03/17
3894,'SANTOS','DEL PRADO','FAUSTINO','M',10/01/79,26/05/98,419,119084,29/03/17
3895,'SOLER','ANDRADE','CELIA','F',15/06/79,06/01/98,142,80945,29/03/17
3896,'GARCIA','PASTOR','IRAITZ','M',30/01/67,17/04/85,470,114675,29/03/17
3897,'GOMEZ','MORALES','AMERICA','F',12/06/67,17/04/86,318,33669,29/03/17
3898,'JORDAN','ALDAY','MARIA DE LOS ANGELES','F',24/07/62,18/12/80,258,59135,29/03/17
3899,'MALO','DOMINGUEZ','CLAUDIO','M',13/09/84,07/03/04,90,56980,29/03/17
3463,'PARGA','IZA','JORGE','M',29/03/62,19/03/81,109,78298,29/03/17
3464,'ORTEGA','ROBLES','LARA','F',27/05/73,30/07/93,151,57212,29/03/17
3465,'DIAZ','DURAN','JESSICA','F',06/07/81,25/03/00,142,77537,29/03/17
3466,'GONZALEZ','ROBLES','FLOR','F',06/06/79,28/01/98,404,128707,29/03/17
3467,'LOPEZ','FLORES','JOSUE','M',20/07/89,05/10/08,30,65805,29/03/17
3468,'FUENTES','SOLIS','CELIA','F',05/07/78,26/01/97,397,123866,29/03/17
3469,'FUENTES','ROMERO','BERNARDO','M',02/05/78,25/07/97,147,47251,29/03/17
4343,'PEYRO','LINARES','MARCO','M',25/09/66,30/11/84,375,8675,29/03/17
4344,'JIMENEZ','PEYRO','LIDIA','F',17/11/67,21/05/86,352,72477,29/03/17
4345,'FLORES','VELAZQUEZ','IRAIDE','F',07/08/75,07/09/95,4,106602,29/03/17
4346,'COBO','SANTILLAN','JUAN JOSE','M',02/06/87,16/02/07,304,90905,29/03/17
4347,'RODRIGUEZ','VALVERDE','LEONARDO','M',13/07/80,28/09/99,182,75623,29/03/17
4348,'GALLARDO','BORRERO','ENERITZ','F',16/10/80,24/11/00,498,128065,29/03/17
4349,'VALDERRAMA','HERRERA','JUAN','M',04/04/78,17/03/97,499,114095,29/03/17
4350,'LOPEZ','CARRETE','IVÁN','M',10/02/68,10/05/86,216,35545,29/03/17
4351,'DE LA FUENTE','FLORES','DANIEL','M',22/09/82,20/10/00,9,6402,29/03/17
4352,'OLMOS','PASTOR','MARTIN','M',28/11/81,12/12/99,324,47016,29/03/17
4353,'LUNA','MAYAGOITIA','SANTIAGO','M',18/07/66,18/04/86,232,84144,29/03/17
4354,'HERRERO','MORA','TERESITA','F',16/02/83,19/01/02,117,83468,29/03/17
4355,'CASADO','OCAÑA','IAN','M',07/07/64,20/09/82,354,28163,29/03/17
4356,'VALVERDE','NAVARRO','ENERITZ','F',11/02/89,22/03/09,395,40283,29/03/17
4357,'LINARES','GONZALEZ','MAIA','F',20/08/76,06/10/96,229,34607,29/03/17
4358,'LOPEZ','MORA','FORTINO','M',29/08/81,16/04/01,462,114348,29/03/17
4359,'ROMAN','SAENZ','IRATI','F',23/06/75,22/05/95,10,29644,29/03/17
4360,'COLLINS','VILLEGAS','MARCELO','M',27/10/96,02/04/16,266,40550,29/03/17
4361,'HIGUERA','SAEZ','JULIAN','M',08/08/77,26/10/96,406,119601,29/03/17
4362,'MIGUELEZ','MAYAGOITIA','MIREN','F',11/01/82,31/01/02,264,44957,29/03/17
4363,'ORTIZ','LINARES','LARA','F',12/07/97,14/09/17,401,140588,29/03/17
4364,'CASTILLA','FUENTES','ALVARO','M',24/06/93,05/08/11,352,63488,29/03/17
4365,'RUIZ','GONZALEZ','NATIVIDAD','F',28/04/70,04/01/89,235,22866,29/03/17
4366,'AGUILAR','VARELA','AMPARO','F',10/02/85,27/10/03,233,28517,29/03/17
4367,'HERNANDEZ','GONZALEZ','ISAAC','M',20/05/97,23/08/16,258,59130,29/03/17
4368,'URIARTE','REYES','BERNARDO','M',01/07/76,24/09/95,263,109905,29/03/17
4369,'SANTOS','GUERRERO','FIDEL','M',06/07/94,16/09/13,220,68144,29/03/17
4370,'GOMEZ','DEL BOSQUE','NAIARA','F',05/08/92,26/08/12,221,116446,29/03/17
4371,'GOMEZ','BENITEZ','KIMETZ','M',04/09/77,13/11/95,464,131504,29/03/17
4372,'FUERTES','SAUCEDO','VERONICA','F',13/03/83,08/07/01,435,127125,29/03/17
4373,'GOMEZ','ARIAS','MIGUEL','M',15/06/90,06/06/09,96,84210,29/03/17
4374,'DIEZ','NEGRETE','AZUCENA','F',02/11/85,27/06/04,272,102812,29/03/17
4375,'CORDERO','BOLAÑOS','LUCINA','F',17/02/74,27/01/93,444,123901,29/03/17
4376,'PRADA','DOMINGUEZ','JULIA','F',19/11/69,21/01/90,148,102985,29/03/17
4377,'NUÑEZ','RUIZ','MAIDER','F',07/01/93,06/01/13,70,68122,29/03/17
4378,'FLORES','HERNANDEZ','XABIER','M',15/05/76,30/05/94,289,54175,29/03/17
4379,'LLAMAZARES','JORDAN','ANGEL','M',01/05/72,07/01/92,91,105409,29/03/17
4380,'FIDALGO','NAVARRO','ANDRES','M',09/07/87,14/08/06,351,149498,29/03/17
4381,'ALMADA','ESPINOSA','GUILLERMO','M',26/10/84,11/08/04,363,11141,29/03/17
4382,'SUAREZ','CARMONA','HECTOR','M',26/11/68,08/12/87,370,68242,29/03/17
4383,'ALDAY','BARROSO','MARINA','F',24/12/75,16/02/96,311,59384,29/03/17
4384,'SAENZ','NUÑEZ','PERLA','F',22/02/93,12/10/11,11,111060,29/03/17
4385,'PEREZ','GUTIERREZ','CRISTOBAL','M',01/06/80,28/10/99,413,147563,29/03/17
4386,'VAZQUEZ','GURROLA','ELENA','F',15/09/80,28/12/98,75,94925,29/03/17
4387,'MARTIN','ALONSO','LUCÍA','F',10/06/87,14/05/07,257,32801,29/03/17
4388,'MIRELES','DEL PALACIO','MICAELA','F',09/01/72,21/10/90,288,17175,29/03/17
4389,'FIDALGO','LUNA','KATTALIN','F',17/09/61,12/11/81,486,141193,29/03/17
4390,'CABRERA','PEYRO','EDUARDO','M',09/11/77,11/08/97,61,92430,29/03/17
4391,'ROJAS','MARTINEZ','JUAN FRANCISCO','M',08/11/83,14/09/03,142,81944,29/03/17
4392,'CANO','PIÑA','MIKEL','M',15/12/91,17/12/09,251,110346,29/03/17
4393,'PASTOR','BAÑALES','MAXIMO','M',23/09/96,10/05/16,263,109887,29/03/17
4394,'LLAMAZARES','VAZQUEZ','PEDRO','M',08/08/81,13/04/01,377,94794,29/03/17
4395,'LEYVA','COTA','DIEGO','M',09/08/96,07/11/15,354,22356,29/03/17
4396,'MARO','GOMEZ','CRISTOBAL','M',29/10/68,26/03/88,286,38475,29/03/17
4397,'GALVAN','BUENO','ELISA','F',16/02/87,30/09/05,208,39491,29/03/17
4398,'ESTEBAN','IGLESIAS','ALEX','M',08/04/94,29/04/12,497,142155,29/03/17
4399,'GIL','MOYA','ISELA','F',04/05/94,08/11/12,329,32052,29/03/17
4400,'LOZANO','SANCHEZ','NAGORE','F',13/08/64,25/09/84,399,144194,29/03/17
4401,'VAZQUEZ','GUTIERREZ','JESUS','F',18/07/92,05/03/11,108,17356,29/03/17
4402,'VARGAS','RUIZ','ENEKO','M',25/07/94,01/08/12,111,60626,29/03/17
4403,'SAEZ','RUBIO','URTZI','M',08/04/98,09/07/16,193,112170,29/03/17
4404,'HERRERO','REYES','HILDA','F',20/05/77,04/11/95,476,130299,29/03/17
4405,'PIÑERA','VEGA','JANETH','F',05/03/67,10/12/85,329,29352,29/03/17
4406,'GUTIERREZ','JIMENEZ','GREGORIO','M',11/09/96,01/11/15,273,48844,29/03/17
4407,'BOLAÑOS','PONCE','ALAITZ','F',05/08/76,02/09/96,126,97381,29/03/17
4408,'ALVAREZ','CERVANTES','NAIARA','F',04/06/90,25/06/10,32,104302,29/03/17
4409,'CRESPO','BRETADO','NAYELI','F',26/11/72,29/08/91,34,22589,29/03/17
4410,'PASCUAL','ROBLES','IVONNE','F',20/08/77,22/03/96,44,6539,29/03/17
4411,'PIZARRO','DOMINGUEZ','IGNACIO','M',12/06/66,16/07/85,163,98377,29/03/17
4412,'CABRERA','SOLANO','LUCERO','F',20/09/79,08/07/98,325,67111,29/03/17
4413,'VILLEGAS','ALLER','VIRIDIANA','F',14/06/62,15/04/81,49,25759,29/03/17
4414,'CAMACHO','NUÑEZ','VALENTIN','M',17/04/64,20/08/83,88,97476,29/03/17
4415,'CARRASCO','RAMOS','VIRIDIANA','F',04/07/73,05/05/92,300,112031,29/03/17
4416,'MATAMOROS','ALVARADO','JORGE','M',11/09/61,25/05/81,204,86038,29/03/17
4417,'ARIAS','ABASOLO','MANUEL DE JESUS','M',28/09/78,19/02/98,92,69383,29/03/17
4418,'DIEZ','NUÑEZ','ALEJANDRA','F',20/03/88,07/05/08,46,52002,29/03/17
4419,'VARELA','MOYA','LUCINA','F',20/12/90,29/11/09,331,74163,29/03/17
4420,'CASTRO','GURROLA','TANIA','F',21/10/84,14/07/03,153,45567,29/03/17
4421,'GOMEZ','SORIA','XAVIER','M',04/11/77,30/09/97,142,85344,29/03/17
4422,'NAVARRO','SANCHEZ','AGER','M',25/08/82,11/11/00,193,112165,29/03/17
4423,'RAMIREZ','HIDALGO','ARITZ','M',06/09/82,24/09/00,102,23726,29/03/17
4424,'HIDALGO','ESTEBAN','IRIS','F',18/09/85,11/07/04,464,131441,29/03/17
4425,'IGLESIAS','LOAIZA','ROSARIO','M',13/09/93,30/03/13,251,110335,29/03/17
4426,'PIÑA','DELGADO','IGNACIO','M',13/08/92,17/09/11,427,143811,29/03/17
4427,'MORENO','SORIA','ADUR','M',22/05/79,20/07/97,331,69140,29/03/17
4428,'GOMEZ','SOLANO','JOKIN','M',27/08/80,04/11/98,187,17888,29/03/17
4429,'NEDER','GIL','NICOLAS','M',14/04/87,10/02/07,154,111055,29/03/17
4430,'SOLIS','REDONDO','PETRA','F',04/10/62,27/06/81,53,9281,29/03/17
4431,'MARIN','QUINTERO','ALAIN','M',10/01/78,21/01/96,419,119436,29/03/17
4432,'MARO','NEVAREZ','UBALDO','M',12/05/74,16/11/93,99,68724,29/03/17
4433,'CASTILLA','CARRILLO','JANIRE','F',16/11/66,17/01/87,115,5673,29/03/17
4434,'LOZANO','NAVARRETE','ISIDORO','M',13/05/89,26/06/07,308,155198,29/03/17
4435,'VICENTE','ORTA','LIDIA','F',05/01/96,09/07/14,295,41993,29/03/17
4436,'MIRELES','COSIO','EFREN','M',14/07/84,25/10/03,472,121836,29/03/17
4437,'BOLAÑOS','CORAL','BENITO','M',11/10/63,12/01/83,55,55699,29/03/17
4438,'MARCOS','MARQUEZ','ALMA','F',18/05/76,16/09/94,485,147653,29/03/17
4439,'REDONDO','DELGADO','GREGORIO','M',05/01/62,24/02/81,242,99367,29/03/17
4440,'BAÑALES','NUÑEZ','JOSE MARIA','M',12/05/96,19/01/16,444,124021,29/03/17
4441,'RAMOS','SAUCEDO','MANUEL','M',15/03/64,04/11/83,4,110213,29/03/17
4442,'GIL','VENTURA','IBON','M',09/07/91,24/08/09,340,81321,29/03/17
4443,'RODRIGUEZ','RAMIREZ','ERIC','M',20/05/90,28/10/09,35,110463,29/03/17
4444,'ESPINOSA','GUTIERREZ','JOSE','M',16/10/93,27/09/12,73,80892,29/03/17
4445,'DELGADO','GUERRERO','NELLY','F',05/03/73,15/11/91,315,39302,29/03/17
4446,'HIDALGO','UBILLOS','EMMA','F',26/07/74,23/03/93,359,79777,29/03/17
4447,'ASTORGA','MORALES','LIZETH','F',11/03/76,28/10/94,418,117212,29/03/17
4448,'CAMACHO','FERNANDEZ','OSCAR','M',02/08/83,14/08/02,365,9717,29/03/17
4449,'HIGUERA','DIEZ','ARNULFO','M',20/10/60,27/02/80,161,56726,29/03/17
4450,'NEGRETE','CORDERO','WENDY','F',24/06/83,17/05/02,161,58446,29/03/17
4451,'UBILLOS','ALLER','MARIA DE LOS ANGELES','F',25/06/87,19/11/05,293,102229,29/03/17
4778,'VANEGAS','MENDEZ','PABLO','M',30/10/94,23/11/12,43,31835,29/03/17
4779,'GUTIERREZ','MIGUELEZ','RICARDO','M',08/03/94,18/03/13,433,131264,29/03/17
4780,'MARRERO','DE LA FUENTE','DAGOBERTO','M',28/02/71,09/10/90,9,68761,29/03/17
4781,'CALVO','LUGO','AURELIANO','M',08/10/74,11/05/94,143,22078,29/03/17
4782,'RAMOS','DE LA FUENTE','IZAN','M',23/01/69,02/03/87,160,49459,29/03/17
4783,'BRAVO','NAVARRETE','URTZI','M',09/01/74,11/04/92,412,65890,29/03/17
4784,'HIDALGO','VARELA','ROSA','F',12/10/78,18/01/97,41,75894,29/03/17
4785,'BRETADO','MORA','JAIME','M',15/01/70,20/10/89,161,55043,29/03/17
4786,'VERDIRAMEN','FERRER','AIERT','M',18/06/83,06/09/01,370,68270,29/03/17
4787,'ALVAREZ','BERUMEN','TOMAS','M',24/03/85,07/05/04,157,80425,29/03/17
4788,'FERNANDEZ','HERRERO','JOSE MIGUEL','M',06/06/95,27/03/15,31,46785,29/03/17
4789,'LOPEZ','GUTIERREZ','ISAIAS','M',29/03/79,10/07/98,263,109905,29/03/17
4790,'MORAL','MORA','CARMEN','M',30/09/89,11/03/09,226,45468,29/03/17
4791,'CAMPOS','MENDEZ','CARLA','F',09/07/70,13/07/90,401,138970,29/03/17
4792,'NIETO','ROJAS','TANIA','F',29/10/92,22/07/11,32,105185,29/03/17
4793,'HERNANDEZ','SANCHEZ','NADIA','F',23/06/97,23/03/16,219,36183,29/03/17
4794,'CALVO','ESTUDILLO','CARLA','F',23/10/67,27/10/87,222,60076,29/03/17
4795,'CORAL','REYES','LUR','F',17/08/73,23/08/93,157,82051,29/03/17
4796,'HIDALGO','MIRELES','HILDA','F',17/04/64,02/10/82,382,81403,29/03/17
4797,'ORTEGA','VIZCARRA','VICENTE','M',24/06/96,19/03/16,457,154517,29/03/17
4798,'VILLABA','DOMINGUEZ','LUCAS','M',16/08/85,24/09/03,386,87967,29/03/17
4799,'GUTIERREZ','AGUILAR','ADELA','F',13/12/90,11/08/09,224,42416,29/03/17
4800,'HERNANDEZ','ROJAS','EFRAIN','M',06/09/85,01/11/04,326,23942,29/03/17
4801,'NUÑEZ','FIDALGO','LUCERO','F',15/06/88,03/04/07,370,68247,29/03/17
4802,'PALACIO','ALLER','AITOR','M',01/04/61,04/02/81,30,65807,29/03/17
4803,'ABASOLO','CABALLERO','MARCELINO','M',13/06/65,02/10/84,275,79669,29/03/17
4804,'SUAREZ','MARTIN','ADRIAN','M',19/07/73,07/04/93,466,144538,29/03/17
4805,'YESCAS','GALLARDO','ALVARO','M',28/07/93,08/09/11,230,80096,29/03/17
4806,'CONTRERAS','PASTOR','SIMON','M',04/08/83,14/01/03,42,92248,29/03/17
4807,'RUIZ','VELARDE','JANETH','F',11/03/85,17/12/03,454,146016,29/03/17
4808,'NEDER','CARRASCO','HECTOR','M',07/04/89,18/04/08,476,130231,29/03/17
4809,'LOZANO','BUENO','ROCIO','F',21/11/89,01/04/08,225,16367,29/03/17
4810,'HERRERO','ASTORGA','ROBERTO','M',07/06/73,09/06/92,157,82043,29/03/17
4811,'LEDEZMA','ALDRETE','HUGO','M',09/10/89,31/07/09,402,124942,29/03/17
4812,'MAYAGOITIA','PIÑERA','TELMO','M',14/07/86,13/08/04,9,67152,29/03/17
4813,'HERRERA','DOMINGUEZ','SAMUEL','M',29/08/97,30/06/17,320,107049,29/03/17
4814,'NAVARRO','MARCOS','DELFINO','M',16/09/72,28/01/92,225,17949,29/03/17
4815,'ALDRETE','RAMOS','MARIANA','F',27/12/97,29/08/16,450,114249,29/03/17
4816,'ESTUDILLO','VILLABA','ADAN','M',22/02/72,29/05/91,424,150846,29/03/17
4817,'ALDRETE','GOMEZ','JUVENTINO','M',06/03/97,08/10/16,382,84900,29/03/17
4818,'MARTINEZ','PEREZ','NORA','F',02/08/85,28/02/04,246,26267,29/03/17
4819,'GIMENEZ','GONZALEZ','EVELIA','F',30/12/83,13/10/02,79,56795,29/03/17
4820,'DIEZ','GONZALEZ','NORA','F',18/06/64,14/01/83,113,41860,29/03/17
4821,'CASTILLA','MARTINEZ','ARTEMIO','M',24/04/68,13/09/87,90,56980,29/03/17
4822,'PRIETO','VIDAL','AURELIANO','M',24/08/82,27/03/02,187,20985,29/03/17
4823,'ORTIZ','VARELA','NOA','F',12/10/91,01/10/11,443,147896,29/03/17
4824,'MUÑOZ','DOMINGUEZ','ELVA','F',15/06/84,06/02/03,411,133822,29/03/17
4825,'URIARTE','CRESPO','RUTH','F',26/07/90,27/02/09,357,61734,29/03/17
4826,'COBO','MORENO','ENRIQUETA','F',01/02/79,04/12/97,434,146758,29/03/17
4827,'HERRERO','DE OCA','JESUS','M',03/07/96,20/06/15,99,6446,29/03/17
4828,'ALLER','PONCE','RODOLFO','M',04/11/79,14/12/98,175,68166,29/03/17
4829,'ARRATIA','ALVAREZ','IRENE','F',26/08/71,24/08/91,209,109397,29/03/17
4830,'RUIZ','MORA','SALVADOR','M',13/06/69,24/03/89,342,11973,29/03/17
4831,'RUIZ','RUBIO','ROSARIO','F',21/06/71,15/12/89,338,57146,29/03/17
4832,'GALLARDO','COBO','JULIO','M',14/03/95,01/04/14,189,14703,29/03/17
4833,'CARRILLO','MIRELES','EMMA','F',01/04/78,27/11/96,294,30378,29/03/17
4834,'PARGA','PRADA','CLAUDIA','F',26/03/92,11/04/12,46,59003,29/03/17
4835,'CABALLERO','MORAL','GUILLERMO','M',16/02/74,14/03/93,169,36587,29/03/17
4836,'MORAN','ARRATIA','ROMAN','M',15/08/85,04/11/04,454,145112,29/03/17
4837,'PASCUAL','CASTRO','GEORGINA','F',16/04/81,04/11/99,442,131242,29/03/17
4838,'ROMAN','GONZALEZ','SOCORRO','F',14/11/65,02/06/84,10,26342,29/03/17
4839,'BAÑALES','DOMINGUEZ','ISABEL','F',09/04/82,24/07/00,249,108863,29/03/17
4840,'GALLARDO','PASTOR','ESTHELA','F',20/11/66,10/10/85,265,52691,29/03/17
4841,'GIL','CAMACHO','ALAITZ','F',19/02/82,19/03/02,435,127022,29/03/17
4842,'VARGAS','CABALLERO','ROSALBA','F',14/05/91,12/12/09,257,33758,29/03/17
4843,'SANTIAGO','MARTIN','JOSUE','M',15/06/74,31/08/93,148,102374,29/03/17
4844,'GUTIERREZ','IGLESIAS','VIOLETA','F',14/09/64,12/07/83,238,47933,29/03/17
4845,'NEDER','MORALES','MARICELA','F',01/11/68,20/04/87,226,43866,29/03/17
4846,'PASTOR','ALAMEDA','NESTOR','M',21/03/64,23/07/83,54,32050,29/03/17
4847,'SUAREZ','VILLEGAS','JOSE CARLOS','M',29/11/92,08/10/12,223,92445,29/03/17
4848,'VICENTE','GARCIA','ROSALIA','F',06/03/74,07/11/92,297,1060,29/03/17
4849,'GOMEZ','GOMEZ','TOMAS','M',20/11/88,08/09/08,27,54123,29/03/17
4850,'VELAZQUEZ','PEYRO','LAURA','F',26/02/69,12/04/89,488,139563,29/03/17
4851,'DOMINGUEZ','GAMIZ','EVANGELINA','F',04/04/69,06/01/88,489,88055,29/03/17
4852,'VILLEGAS','ALVARADO','DOMINGO','M',02/10/72,09/08/92,276,71404,29/03/17
4853,'ROMAN','OCAÑA','JOSE FRANCISCO','M',27/06/68,19/05/88,291,64950,29/03/17
4854,'BOLAÑOS','JORDAN','EVA','F',03/06/78,15/12/96,417,152163,29/03/17
4855,'VELAZQUEZ','HIDALGO','MARCO','M',22/06/85,13/07/04,335,1436,29/03/17
4856,'RUIZ','RODRIGUEZ','NORA','F',12/10/84,12/09/04,174,98495,29/03/17
4857,'MARTINEZ','SUAREZ','MILTON','M',26/06/61,05/02/81,90,55404,29/03/17
4858,'ROMERO','MARRUFO','LAZARO','M',21/09/62,21/02/82,39,13505,29/03/17
4859,'RUIZ','NEVAREZ','MISAEL','M',07/02/76,29/06/95,348,99575,29/03/17
4860,'CABRERA','ULLOA','EDITH','F',15/03/85,28/07/03,292,103796,29/03/17
4861,'SANCHEZ','PIÑEYRO','MALEN','F',18/10/73,30/09/93,111,55016,29/03/17
4862,'MONTERO','ROBLES','EKI','M',23/08/71,17/11/89,196,68770,29/03/17
4863,'NAVARRO','GUIJARDO','BERTHA','F',16/05/91,23/10/09,400,51522,29/03/17
4864,'COTA','VANEGAS','DANEL','M',16/02/81,01/03/99,276,71403,29/03/17
4865,'LUGO','ALDRETE','RAMON','M',17/05/64,07/06/83,339,77573,29/03/17
4866,'AGUILAR','CASTRO','REFUGIO','M',19/06/61,07/01/81,308,93904,29/03/17
4867,'CABRERA','GUERRERO','NORA','F',27/12/64,27/11/84,328,57442,29/03/17
4868,'PRIETO','RAMOS','JESUS','F',19/07/86,05/03/05,400,149419,29/03/17
4869,'DEL BOSQUE','SANTIAGO','RUBEN','M',08/01/65,28/01/84,170,68070,29/03/17
4870,'GURROLA','FUENTES','JUAN FRANCISCO','M',04/03/89,08/01/09,137,24122,29/03/17
4871,'GOMEZ','CARRETE','MARTHA','F',24/02/72,03/06/90,95,38213,29/03/17
4872,'FERNANDEZ','PADILLA','IVONNE','F',25/10/76,28/05/95,268,69744,29/03/17
4873,'HERNANDEZ','BAÑALES','NORMA','F',26/09/62,17/01/81,79,56787,29/03/17
4874,'CASIO','CABALLERO','JULIA','F',18/05/73,01/12/91,62,29514,29/03/17
4875,'SARIÑANA','ROMAN','MADDI','F',14/04/79,24/03/99,250,103366,29/03/17
4876,'SOLER','URIARTE','PETRA','F',11/06/65,04/03/84,360,74211,29/03/17
4877,'ARIAS','ESPINOZA','CRISTOBAL','M',27/06/96,23/11/15,324,45418,29/03/17
4878,'CARRILLO','IZA','LEOPOLDO','M',12/10/68,15/02/88,471,141886,29/03/17
4879,'ROMERO','LOPEZ','LUZ','F',21/06/80,09/10/98,270,81731,29/03/17
4880,'MONTERO','HIDALGO','ARTEMIO','M',11/05/69,29/09/88,185,56851,29/03/17
4881,'CALVO','FERNANDEZ','ROSENDO','M',07/03/98,28/09/17,228,103189,29/03/17
4882,'CONTRERAS','GALINDO','ANEL','F',16/06/76,23/05/95,247,28709,29/03/17
4883,'GALVAN','GONZALEZ','YOLANDA','F',01/03/63,02/07/81,38,101577,29/03/17
4884,'DE LA FUENTE','SORIA','AIORA','F',19/05/67,10/06/87,160,49428,29/03/17
4885,'OLVERA','PALACIO','CARMEN','M',14/08/84,24/01/04,472,121746,29/03/17
4886,'MARRUFO','BLANCO','ALVARO','M',28/10/94,27/12/13,211,38720,29/03/17
4887,'NEGRETE','SORIA','URTZI','M',04/09/85,06/12/03,327,68028,29/03/17
4888,'COSIO','PRIETO','VICENTE','M',30/12/94,24/09/14,312,5608,29/03/17
4889,'DIEZ','ALVAREZ','LUIS','M',16/05/87,29/04/06,391,22584,29/03/17
4890,'VIDAL','FUERTES','REFUGIO','M',16/04/70,04/11/89,123,49302,29/03/17
4891,'COSIO','COBO','BERNARDINO','M',18/08/80,03/04/00,395,40296,29/03/17
4892,'ESTEBAN','GONZALEZ','MARGARITA','F',15/11/91,03/03/10,427,143862,29/03/17
4893,'DEL TORO','BOLAÑOS','MARCELINO','M',23/09/92,13/01/12,363,13082,29/03/17
4894,'SORIANAO','NEVAREZ','MARIANA','F',18/01/72,20/09/90,283,101759,29/03/17
4895,'DIEZ','PARRA','REYNA','F',14/08/63,08/02/82,10,27996,29/03/17
4896,'HERNANDEZ','MARQUEZ','URIEL','M',06/10/94,26/01/14,101,55691,29/03/17
4897,'LINARES','MORAN','TRINIDAD','M',08/02/78,29/05/97,395,40287,29/03/17
4898,'MORA','NAVARRO','LEO','M',26/12/87,26/02/06,314,107742,29/03/17
4899,'VILALNUEVA','JIMENEZ','VANESSA','F',05/09/87,03/06/06,135,37414,29/03/17
4900,'GIMENEZ','CONTRERAS','ALBERT','M',22/11/68,17/10/88,109,87267,29/03/17
4901,'MARIN','LINARES','MARINA','F',17/07/84,18/02/03,270,81717,29/03/17
4902,'PARGA','VILALNUEVA','JANET','F',11/04/93,05/01/12,159,8138,29/03/17
4903,'DELGADO','FERNANDEZ','IZAR','F',27/07/90,13/08/10,425,132375,29/03/17
4904,'ORTIZ','MATAMOROS','GONZALO','M',27/03/72,27/06/91,70,68134,29/03/17
4905,'LOPEZ','DELGADO','MONICA','F',22/11/78,21/04/97,189,17913,29/03/17
4906,'NIETO','CAMPOS','ESTEBAN','M',06/08/90,14/10/09,193,112170,29/03/17
4907,'MARTIN','GUTIERREZ','GLORIA','F',28/02/65,07/07/83,431,130976,29/03/17
4908,'ALMADA','GALLARDO','MAITE','F',31/08/90,28/10/10,423,149288,29/03/17
4909,'MUÑOZ','SOLIS','VICENTE','M',08/02/78,03/11/97,226,47128,29/03/17
4910,'PASTOR','OLMOS','FRANCISCO','M',26/05/85,15/01/05,44,63938,29/03/17
4911,'COTA','LUGO','PAUL','M',23/03/75,16/05/93,26,113360,29/03/17
4912,'FERRERO','SORIA','JULIA','F',25/03/78,07/10/96,87,7458,29/03/17
4913,'BAÑALES','CABALLERO','IRMA','F',18/06/84,24/10/02,162,43898,29/03/17
4914,'ORTIZ','FRANCO','LILIA','F',15/07/92,29/11/10,398,122832,29/03/17
